GeoName,StateAbbrev,HPI_med,HPI_med_annual_change,Med_house_count,grant_amount,number_of_properties,number_of_grants,protection_grant,accommodation_grant,relocation_grant,planning_grant,protection_amount,accommodation_amount,relocation_amount,planning_amount,unemployment_rate,population,fips,Schools,LawEnforcement,FireEMS,HospitalMedical,Census_Division,amenity_scale,amenity_rank,household_income,hh_income_pct_state_total,Mean_Jan_Temp,Mean_Jul_Temp,Mean_rel_humidity,pct_no_hs,pct_hs_only,pct_some_college,pct_bachelors_or_higher,white_only,black_only,asian_only,native_american_only,multiracial,hispanic,Inundated_2020,Inundated_2100,FP100_2020,FP100_2100,July_avg_temp_19,July_1901_2000_avg,X1,state_fips,Protection,Hardened_Structures_Limited,Accommodation,Retreat,Setback,State_Permitting_Authority,State_Climate_Policy,Years_since_policy_enacted,Standardized_Climate_data_expectations,Emphasized_green_protection,Climate_Policy_Mainstreaming,Years_since_first_state_climate_report,RPS,CAI,Barriers,grants_pc,grant_money_pc,pct_black,pct_hispanic,pct_white,pct_native_american,pct_asian,FP100_change_rate,July_avg_med,region
Palm Beach County,FL,383.375,9.184999999999999,676628,3571974.57,3.2,3.25,0.4,2.2,0,0.15,1011717.25,1893946.15,0,10672.57,6.01,1315495,12099,370,60,99,19,5,5.14,6,66621,112.5,65.5,81.9,72,13.95,25.45,28.4,32.2,1024823,233921,32388,8544,20382,250823,13786,340509,112463,1092538,83.7,81.1,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",2.4705529097412003e-6,2.715308359210791,17.781975606140655,19.066815153231293,77.90398291137556,0.6494893557178096,2.462039004329169,12250.9375,82.4,South
Pamlico County,NC,173.16,1.75,7658.5,565261.396,7.4,0.5,0,0.25,0.25,0,0,364926.596,200334.8,0,6.115,12913,37137,6,3,10,1,5,1,4,52522,91.5,45,79.6,78,18.4,31.15,33.85,16.6,10192,2655,50,83,163,412,809,5019,10289,10947,81.2,79.5,15,37,1,1,1,1,2,1,0,NA,0,1,1,0,1,2,politics,3.872066909316193e-5,43.77459893130953,20.560675288468985,3.190583133276543,78.92821187950128,0.6427631069464881,0.3872066909316193,8.225,80.35,East
Pasco County,FL,252.105,7.53,235818.5,1486684.816,2.4,2.6,0.1,1.3,1.05,0,216671.55,959354.7660000001,241533.7,0,6.375,464047,12101,120,12,36,5,5,3.37,5,55745,94.2,60.5,81.7,79,16.45,35,29.95,18.55,422416,21652,10139,1937,8511,54536,6590,182189,136121,569807,82.6,80.5,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",5.602880742683392e-6,3.2037375869254627,4.665906686176185,11.752257853191594,91.02871045389799,0.4174146153299127,2.1849079942333427,5421.075,81.55,South
Pasquotank County,NC,213.70999999999998,1.645,16988,46162,0.3,0.1,0,0,0.1,0,0,0,46162,0,6.59,39414,37139,19,8,10,4,5,0.43,4,51245,89.3,42.3,78.8,78,18.1,31.15,31.5,19.25,23678,15528,475,179,796,1642,6243,45637,91806,116581,80.8,78,15,37,1,1,1,1,2,1,0,NA,0,1,1,0,1,2,politics,2.53716953366824e-6,1.1712082001319328,39.39716851880043,4.166032374283249,60.075100218196575,0.4541533465266149,1.2051555284924138,309.6875,79.4,East
Pender County,NC,245.86,3.34,27745.5,569146.231,5,0.5,0,0.15,0.3,0.05,0,178050.501,386762.4465,4333.2835,6.615,52025.5,37141,17,6,20,3,5,0.52,4,60405,105.3,45.6,79.1,78,17.7,30.55,31,20.75,41289,9355,247,452,866,3194,2428,29029,9942,47577,81.1,78.9,15,37,1,1,1,1,2,1,0,NA,0,1,1,0,1,2,politics,9.610671689844403e-6,10.939755139306687,17.981566731698877,6.139297075472605,79.36300468039711,0.868804720761934,0.47476718147831354,470.4375,80,East
Perquimans County,NC,145.27499999999998,1.585,7108.5,500,0,0.05,0,0,0,0.05,0,0,0,500,6.775,13336.5,37143,4,3,7,2,5,0.5,4,50804,88.5,42.3,78.8,78,20.6,30.85,32.3,16.25,9835,3359,53,43,163,286,747,3515,9266,22230,80.9,78.1,15,37,1,1,1,1,2,1,0,NA,0,1,1,0,1,2,politics,3.749109586473213e-6,0.03749109586473213,25.186518201927043,2.144490683462678,73.74498556592809,0.32242342443669625,0.39740561616616055,162.05,79.5,East
Pierce County,WA,697.24,6.33,337635,1035234.528,2.5,1.95,0.2,0.05,0.6,0.55,111280.33350000001,14750,398832.88,100097.7145,7.1049999999999995,795936.5,53053,321,26,119,31,9,4.62,6,78779,100.1,39.9,64.8,49,10.8,28.5,36.8,23.9,615571,56238,48865,12876,61243,72849,5076,14981,8765,42284,60.2,60,21,53,1,0,0,0,1,0,0,NA,0,0,1,9,1,1,"local resources, liability fears",2.4499441852459336e-6,1.300649647302266,7.065639030249272,9.15261456158877,77.3392098490269,1.6177169912423919,6.139308851899618,418.9875,60.1,West
Pinellas County,FL,468.12,8.844999999999999,505714,1949452.088,3.4,2.95,0.1,2.15,0.05,0.05,859085.15,939190.3755,20250,7850,5.645,925684,12103,275,31,70,17,5,5.05,6,56708,95.8,62.2,82.6,72,12.35,28.85,31.5,27.3,771297,96559,27883,3416,17341,73241,26972,751206,819082,1798492,83.1,81.7,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",3.186832655636265e-6,2.1059584998768477,10.431097437138376,7.912095272252734,83.32184633200963,0.369024418700118,3.0121510148171513,12242.625,82.4,South
Pitt County,NC,322.53,1.625,77436,1233015.246,23.5,0.65,0,0,0.5,0.15,0,0,1225637.746,7377.5,6.505,167222,37147,51,10,36,12,5,-1.74,3,52961,92.3,42.3,79.4,78,15.4,24.5,30.55,29.55,103481,57928,2800,826,3101,9202,178,5464,2485,14791,81.3,79,15,37,1,1,1,1,2,1,0,NA,0,1,1,0,1,2,politics,3.887048354881535e-6,7.373522897704848,34.64137493870424,5.502864455633828,61.882407817153236,0.4939541447895612,1.6744208297951226,153.825,80.15,East
Plaquemines Parish,LA,204.64,2.46,9929,4527966.1365,15.15,0.85,0.05,0.55,0.1,0.05,761571.05,727178,2536852.25,7500,4.93,23411,22075,10,4,10,1,7,0.3,4,60795,119,52.9,81.9,80,23.8,34.85,26.45,14.95,16568,4767,738,404,555,1067,2742,4606,5905,5605,82.5,81.9,7,22,1,0,1,1,1,1,0,NA,0,0,1,0,0,1,"resources, rural vs. urban divides (politics)",3.630771859382341e-5,193.41190621929863,20.362222886677202,4.557686557601127,70.77015078381957,1.7256845072829012,3.1523642732049035,3.75,82.2,South
Plymouth County,MA,824.45,4.21,204177,478581.1395,5.35,1.2,0,0.8,0.1,0.3,0,383333.6295,57061.25,38186.26,5.36,494332,25023,201,33,81,7,1,1.09,4,90584,105.7,29.8,72.2,66,9.75,29.25,28.3,32.7,434153,44483,6443,1556,8247,15619,4415,55833,68085,108088,75.4,70.9,10,25,1,1,1,0,0,1,0,NA,1,0,2,10,1,2,"resources, public perceptions, political patisanship, lack of planning horizon",2.427518347992847e-6,0.9681370809496451,8.998608222813816,3.1596174231083567,87.82619777801153,0.3147682124564058,1.3033750596764928,500.0375,73.15,Northeast
Prince George County,VA,235.08499999999998,2.42,12323,0,0,0,0,0,0,0,0,0,0,0,4.905,35735,51149,11,5,11,1,5,0.26,4,74518,97.4,40.5,79.1,72,13.9,32.8,31.85,21.5,22307,11652,565,215,986,2058,45,1234,806,3845,80.6,78.4,20,51,1,0,1,1,2,1,0,NA,0,1,2,13,0,2,"resources, and public perceptions",0,0,32.606688120889885,5.759059745347699,62.42339443122988,0.6016510423954107,1.5810829718763117,37.9875,79.5,East
Prince George's County,MD,492.68,5.515,330288.5,224785.55,0.8,0.55,0,0.05,0.15,0.25,0,7500,160052.6,38145,5.13,861290,24033,329,41,49,12,5,-0.61,3,85357,98.5,34.1,75.8,65,14.2,26.55,29.15,30.15,225493,569689,36742,8944,22478,128972,0,560,636,2150,79.8,76.2,9,24,1,0,0,0,2,0,0,NA,0,1,3,13,1,2,"resources, and political divides, perceived risk differences",6.385770181936399e-7,0.2609870659127588,66.14369143958481,14.974282761903657,26.18084501155244,1.0384423364952573,4.265926691358311,18.925,78,East
Prince William County,VA,534.96,4.775,145258.5,49707.5,0.05,0.2,0,0.05,0.05,0.1,0,10070,12297.5,27340,3.705,397585,51153,116,9,27,2,5,-0.94,3,106208,138.9,32.1,75.3,70,11.35,22.45,29.85,36.3,265085,84466,31127,4662,16599,81460,1228,10720,25913,67462,80,75.7,20,51,1,0,1,1,2,1,0,NA,0,1,2,13,0,2,"resources, and public perceptions",5.030370864091955e-7,0.12502357986342544,21.244765270319554,20.488700529446533,66.6737930253908,1.1725794484198349,7.829017694329514,519.3625,77.85,East
Providence County,RI,619.24,4.0649999999999995,265591.5,118717.4425,0.5,1.45,0,0.05,0.25,0.75,0,590,69877,18743.1365,7,631971.5,44007,307,33,98,18,1,0.97,4,62165,88.3,28.4,72.1,67,20.85,29.55,24.45,25.15,509618,67286,24119,7050,18519,117819,1283,6305,13178,44654,74.6,70.4,17,44,1,1,1,0,2,1,1,7,0,1,2,3,1,3,resources,2.2944072636186917e-6,0.18785252578636855,10.646999113092917,18.643087544295906,80.63939592212623,1.1155566350697776,3.816469571808222,393.45,72.5,Northeast
Putnam County,FL,180.765,3.8150000000000004,37320,372809,0.65,1.15,0.15,0.85,0.05,0,97208.35,226234.2,12252.6,0,7.285,73155.5,12107,33,9,28,1,5,2.35,5,41986,70.9,58.2,82.7,75,23.9,39.25,25.95,10.85,60114,12193,461,438,1157,6706,1017,1906,6475,3731,82.6,80.9,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",1.571993903397557e-5,5.096117175058608,16.667236229675144,9.166774883638277,82.17290565986153,0.5987246345114174,0.6301645125793686,34.3,78.25,South
Putnam County,NY,478.3,2.05,38543,15530.15,0,0.15,0,0.05,0,0.05,0,1250,0,6780.15,4.6,99397.5,36079,34,4,25,4,2,0.37,4,105600,146.6,27,74.7,62,8.4,27.6,27.25,36.75,93431,2550,1958,256,1511,11661,75,409,760,876,75.6,71.2,14,36,1,1,1,0,2,1,0,2,0,1,2,11,1,3,"politics, local decision-making favored",1.5090922809929827e-6,0.1562428632510878,2.5654568776880704,11.731683392439447,93.99733393697025,0.25755174928946906,1.9698684574561736,1.45,78.25,Northeast
Queen Anne's County,MD,336.775,3.17,20833.5,53240.25,0.1,0.35,0,0,0.15,0.15,0,0,46130.75,6957.85,4.4,47669,24035,18,4,11,2,5,-0.08,3,101350,117,33.8,76.2,65,11.3,29.55,28.15,30.95,43046,3331,492,187,739,1452,221,2837,3064,11458,80.1,76.2,9,24,1,0,0,0,2,0,0,NA,0,1,3,13,1,2,"resources, and political divides, perceived risk differences",7.342297929471983e-6,1.116873649541631,6.987769829448909,3.046004741026663,90.30187333487171,0.392288489374646,1.032117308942919,104.925,78.15,East
Queens County,NY,828.51,7.29,849446.5,6013412.05,0.05,0.2,0.15,0,0,0,5613958.4,0,0,0,5.945,2233008.5,36081,524,27,61,16,2,0.01,3,72975,101.3,32.2,76.6,63,21.8,27.6,22.3,28.25,1130036,469784,539400,29628,61576,613750,7128,568431,574308,1502491,79.4,74.9,14,36,1,1,1,0,2,1,0,2,0,1,2,11,1,3,"politics, local decision-making favored",8.956526587337218e-8,2.6929642453219502,21.038164431528138,27.485340964891087,50.605987393241,1.3268198486481355,24.15575220604848,11602.2875,77.15,Northeast
Richmond County,NY,787.035,4.965,178767,5130903.8625,0.15,0.25,0.05,0.1,0,0.05,241450,4856205.9,0,20000,6.35,468290,36085,122,5,25,6,2,0.23,4,86624,120.2,32.2,76.6,63,14.35,32,25.15,28.55,366865,54132,36238,3018,8439,81051,3629,28434,120530,184637,80,75.1,14,36,1,1,1,0,2,1,0,2,0,1,2,11,1,3,"politics, local decision-making favored",5.338572252236862e-7,10.956680395694974,11.559503726323433,17.307864784641996,78.34141237267505,0.644472442290034,7.7383672510623756,801.3375,78.7,Northeast
Richmond County,VA,148.74,2.27,3925,84743.532,0.4,0.2,0,0.1,0,0.1,0,66259.332,0,18484.2,5.125,9051,51159,5,6,5,4,5,0.64,4,49758,65.1,38.6,77.9,72,29.7,33.3,23.15,13.8,6236,2810,40,36,131,510,70,612,742,1417,80.1,77.4,20,51,1,0,1,1,2,1,0,NA,0,1,2,13,0,2,"resources, and public perceptions",2.2097005855706553e-5,9.362891614186278,31.046293227267707,5.63473649320517,68.89846425809303,0.39774610540271793,0.441940117114131,8.4375,78.7,East
Rockingham County,NH,574.52,4.845,129692.5,281893.8475,0.65,1.35,0,1.05,0.05,0.2,0,151378.1475,126667.6,1616.5,4.36,295186,33015,176,39,70,5,1,0.34,4,91416,116.3,21.3,68.9,68,7.2,27,29.25,36.55,283814,2146,5021,519,3714,6142,3093,16911,23021,36966,73.6,69.7,12,33,1,0,1,0,2,1,0,NA,0,1,2,12,1,2,none identified directly,4.5733876267844685e-6,0.9549702475727168,0.7269992479318125,2.080721985460015,96.14751377097829,0.1758213465408251,1.7009614277099863,174.3125,71.65,Northeast
Rockland County,NY,735.7149999999999,3.6450000000000005,105296.5,376831.4,0.35,0.35,0,0.1,0.15,0.1,0,250973.15,100283.7,25574.55,4.855,310575.5,36087,147,17,62,24,2,0.77,4,99831,138.6,27,74.7,62,13.25,22.5,24.95,39.3,245232,39087,19962,1580,5817,48783,1025,5228,10984,11680,77.2,72.5,14,36,1,1,1,0,2,1,0,2,0,1,2,11,1,3,"politics, local decision-making favored",1.1269401482087285e-6,1.2133326679020078,12.585345592295594,15.70729178573326,78.96051040729228,0.5087329811913689,6.427422639583612,8.7,74.85,Northeast
Sagadahoc County,ME,249.83,4.105,18603,0,0,0,0,0,0,0,0,0,0,0,4.275,35490.5,23023,22,5,15,0,1,1.05,4,65841,111.9,21.5,68,75,9,32.9,27.45,30.7,34079,268,269,128,548,453,1129,1633,4457,2401,71.2,67.5,8,23,1,0,1,1,2,1,1,15,1,0,2,17,1,3,local political differences,0,0,0.7551316549499162,1.2763979092996718,96.02287936208282,0.3606598949014525,0.7579493103788337,25.7,69.35,Northeast
Saint Bernard Parish,LA,361.96000000000004,3.765,16845.5,3366869.4,10.55,0.75,0.05,0.1,0.25,0.05,1300.6,390088.2,1275251.95,11687.3,5.54,45599,22087,17,1,10,1,7,0.37,4,45806,89.6,52.9,81.9,80,23.35,35.25,31.1,10.25,27586,6436,718,292,860,3309,691,16673,6724,34428,82.3,81.7,7,22,1,0,1,1,1,1,0,NA,0,0,1,0,0,1,"resources, rural vs. urban divides (politics)",1.6447729116866597e-5,73.83647448408956,14.114344612820457,7.256738086361543,60.49694072238426,0.6403649202833396,1.5745959341213625,346.3,82,South
Saint Charles Parish,LA,237.015,2.63,20369,2609879.99,3.85,1.6,0.15,0.7,0.05,0.15,158431.875,1262879.7650000001,10648.55,12474.5,5.015,52544,22089,26,2,15,5,7,-0.1,3,71579,140.1,52.9,81.9,80,15,35.3,28.35,21.4,37286,14152,457,185,700,2648,3931,83289,114913,101170,82.9,82.1,7,22,1,0,1,1,1,1,0,NA,0,0,1,0,0,1,"resources, rural vs. urban divides (politics)",3.0450669914738125e-5,49.67037130785628,26.933617539585867,5.03958587088916,70.96147990255785,0.35208587088915955,0.8697472594397077,171.7875,82.5,South
Saint James Parish,LA,208.97,2.76,8768.5,867862.6,0.5,0.9,0,0.2,0,0.05,0,259308.2,0,7500,8.72,21457,22093,16,3,15,4,7,-1.12,3,57250,112,53.8,82.5,80,20.35,43.15,23.3,13.2,10690,11196,51,45,120,256,633,18938,71031,40384,82.8,81.8,7,22,1,0,1,1,1,1,0,NA,0,0,1,0,0,1,"resources, rural vs. urban divides (politics)",4.194435382392693e-5,40.44659551661462,52.17877615696509,1.1930838421028103,49.82057137530876,0.2097217691196346,0.23768467166891927,383.0875,82.3,South
Saint John the Baptist Parish,LA,245.245,3.1799999999999997,17670,1241006.2,1.2,0.45,0.1,0.15,0.1,0.05,134189.65,967822.8,64109.3,2500,6.67,44097,22095,20,4,12,7,7,-0.34,3,54944,107.5,51.7,82.4,80,18.5,38.85,28.2,14.4,20187,24706,329,167,529,2175,369,65600,164198,127894,82.8,82,7,22,1,0,1,1,1,1,0,NA,0,0,1,0,0,1,"resources, rural vs. urban divides (politics)",1.0204775835090822e-5,28.14264462435086,56.02648706261198,4.932308320293897,45.77862439621743,0.3787105698800372,0.7460824999433068,453.8,82.4,South
Saint Johns County,FL,466.98,6.869999999999999,98651.5,1508492.85,0.55,1,0.2,0.55,0,0,420341.55,337894.8,0,0,4.585,188765,12109,71,11,21,1,5,2.98,5,90839,153.4,56.8,80.9,75,9,22.95,29.15,38.9,171534,10830,4019,580,3071,9972,7054,491318,118580,937113,82.4,80.6,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",5.297592244324954e-6,7.991380022779647,5.737292400603926,5.282758986040845,90.87171880380367,0.30726035017084735,2.129102322994199,10231.6625,81.5,South
Saint Lucie County,FL,294.37,10.165,138234,1851874.8665,3.2,1.4,0.1,0.65,0.15,0.1,107079.85,791453.547,49275.3975,32500,7.5600000000000005,276304,12111,70,17,19,4,5,5.03,6,57292,96.8,63.5,81.2,72,18,32.95,30.7,18.35,212075,54320,4591,1512,5277,45995,3492,67159,28289,143055,83.7,80.8,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",5.066882853668423e-6,6.702309291577393,19.659505472233484,16.646519775319938,76.75422722798078,0.5472233481961898,1.6615756557994095,1434.575,82.25,South
Saint Martin Parish,LA,217.6,2.51,22803,416628.45,0.6,0.35,0.05,0.15,0,0.05,192455.45,184248.3,0,7500,5.955,52124.5,22099,24,5,15,5,7,-0.34,3,47247,92.4,51.9,81.9,75,27.6,40.4,20.45,11.5,34867,16116,401,227,548,1071,4072,20257,35458,90699,82,81.9,7,22,1,0,1,1,1,1,0,NA,0,0,1,0,0,1,"resources, rural vs. urban divides (politics)",6.7146927068844784e-6,7.992948613415956,30.918282189757218,2.05469596830665,66.89176874598317,0.4354957841322219,0.7693119358459074,690.5125,81.95,South
Saint Mary Parish,LA,209.70999999999998,2.74,23327.5,576764.2375,1.05,0.85,0.05,0.5,0.1,0.1,73647.55,431604.0875,8481.3,10825,7.23,53280.5,22101,37,7,20,7,7,0.85,4,40918,80.1,53.7,81.7,75,25.65,44.65,19.9,9.8,33779,17905,985,1038,931,2920,4072,49773,106625,81927,82.4,81.7,7,22,1,0,1,1,1,1,0,NA,0,0,1,0,0,1,"resources, rural vs. urban divides (politics)",1.595330374151894e-5,10.8250530212742,33.605165116693726,5.480429050027684,63.39842906879628,1.9481799157290192,1.848706374752489,308.725,82.05000000000001,South
Saint Mary's County,MD,187.8,1.8900000000000001,43496,82902.45,0.25,0.45,0,0.2,0.1,0.1,0,36832.6,37967.25,3500,4.34,104517,24037,51,4,18,3,5,0.53,4,89123,102.9,37.3,78.7,72,12.45,32.65,27.7,27.25,83676,15192,2658,465,3154,3972,1954,18317,11263,34901,80.6,76.9,9,24,1,0,0,0,2,0,0,NA,0,1,3,13,1,2,"resources, and political divides, perceived risk differences",4.305519676224921e-6,0.7931958437383392,14.535434426935332,3.8003387008811966,80.05970320617699,0.4449036998765751,2.5431269554235194,295.475,78.75,East
Saint Tammany Parish,LA,397.955,2.84,99604,8064343.4745000005,26.75,3.55,0.15,1.75,0.45,0.3,1268006.3,4258254.3335,1110152.141,34358.55,4.4350000000000005,232884,22103,86,12,44,39,7,0.76,4,71526,140,52.2,81.2,71,12.8,26.55,29.55,31.05,198646,27117,3059,1273,3642,10970,14444,356726,357215,1139468,82.1,81.2,7,22,1,0,1,1,1,1,0,NA,0,0,1,0,0,1,"resources, rural vs. urban divides (politics)",1.524364061077618e-5,34.62815596820735,11.643994434997682,4.710499647893371,85.29826007797874,0.5466240703526218,1.3135294824891361,9778.1625,81.65,South
Salem County,NJ,402.71500000000003,1.0499999999999998,27612,84816.4,0,0.1,0,0,0,0,0,0,0,0,7.055,64610,34033,34,11,43,2,2,-0.2,3,68146,79.4,32,75.8,60,15.9,38.8,27.2,18.1,54344,9587,583,313,1250,4507,15885,31225,65180,53230,79.3,75.6,13,34,1,0,1,1,2,0,0,NA,0,1,1,0,1,1,resources and partisanship,1.5477480266212662e-6,1.3127441572511993,14.838260331218079,6.975700355982046,84.11081875870609,0.4844451323324563,0.9023370995201981,149.375,77.44999999999999,Northeast
San Diego County,CA,933.635,6.945,1190879,2103099.694,0.2,1.85,0.1,0.55,0,0.3,66309.5,1248142.25,0,58938.718,5.815,3082207.5,6073,1027,70,237,52,9,9.78,7,83576,103.9,55.2,69.6,68,15,19.05,31.8,34.15,2389730,172623,349661,41343,141202,991348,3145,42371,14225,180235,76.2,74.8,2,6,1,0,1,1,1,1,1,11,0,1,2,15,1,3,"resources, local municipality priority differences",6.002191611045006e-7,0.6823355319198984,5.6006287701266055,32.16357107689862,77.53306680358152,1.3413438258131551,11.344499031943826,2075.125,75.5,West
San Francisco County,CA,1402.665,6.865,388825,729741.55,0.1,0.2,0,0,0,0.05,0,0,0,10117.6,5.17,803713.5,6075,239,13,47,16,9,10.52,7,121795,151.4,50.9,58.5,74,15.15,13,20.35,51.55,439461,51555,271876,6976,35230,121774,5897,82250,15704,351223,62.6,60.7,2,6,1,0,1,1,1,1,1,11,0,1,2,15,1,3,"resources, local municipality priority differences",2.4884489311178676e-7,0.9079622900448979,6.414599232189082,15.151419006897356,54.67881278589945,0.8679709871739121,33.82747707983007,4193.9875,61.650000000000006,West
San Juan County,WA,206.72,3.8,13857,2548.7,0,0.05,0,0,0,0.05,0,0,0,2548.7,5.125,15748.5,53055,16,2,19,1,9,4.35,5,69113,87.8,39.2,62,56,4.85,17.35,32.8,45,15016,63,193,129,367,857,3854,4824,4068,5241,62.7,61.1,21,53,1,0,0,0,1,0,0,NA,0,0,1,9,1,1,"local resources, liability fears",3.17490554655999e-6,0.16183763533034892,0.4000380988665587,5.4417881068038225,95.34876337428962,0.8191256310124774,1.225513540972156,14.6625,61.900000000000006,West
San Luis Obispo County,CA,1089.745,5.7,119759,447454.7775,0.05,0.85,0.1,0,0,0.6,347325.85,0,0,39070.276,5.39,268973.5,6079,111,17,49,7,9,7.87,7,76599,95.2,51.9,64.7,74,11.55,20.85,36.55,31.05,242006,6229,9129,3532,8691,55973,204,2020,669,5084,72.2,71,2,6,1,0,1,1,1,1,1,11,0,1,2,15,1,3,"resources, local municipality priority differences",3.160162618250497e-6,1.6635645426036394,2.3158415234214527,20.809856733098243,89.9739193638035,1.3131405138424417,3.394014652001034,55.1875,71.6,West
San Mateo County,CA,1225.295,6.95,274172.5,1195544.5,0.25,0.65,0.15,0,0.1,0.05,380436.35,0,220801.35,3230,4.645,716658,6081,264,23,66,9,9,8.19,7,135234,168.2,49.5,65,74,12.55,16.2,26.3,45,465985,22749,182604,6414,40498,182502,99091,863350,510448,1071620,64.3,61.8,2,6,1,0,1,1,1,1,1,11,0,1,2,15,1,3,"resources, local municipality priority differences",9.069877124095455e-7,1.6682218017520212,3.174317456862269,25.465703306179517,65.0219491026403,0.8949875672915114,25.47993603643579,7014.65,63.05,West
San Patricio County,TX,337.445,3.6100000000000003,27169,170728.05,0.55,0.3,0,0.1,0.05,0.05,0,82250,45400.6,4275,6.94,66706.5,48409,37,13,17,2,7,1.97,4,57302,89.5,56.3,84.8,43,24.35,31.25,30.1,14.3,61642,1184,616,514,847,35248,136,14021,4067,32680,84.7,84,19,48,1,0,1,0,1,1,0,NA,1,0,1,0,1,1,"politics, state industry economic influences",4.497312855568798e-6,2.5593915135706413,1.7749394736644855,52.84042784436299,92.40778634765728,0.770539602587454,0.9234482396767931,357.6625,84.35,South
Santa Barbara County,CA,1151.7150000000001,5.54,154764.5,412803.85,0.5,1.05,0.1,0.1,0,0.25,117192.5,23909.85,0,34502.9,5.67,422293.5,6083,168,22,53,7,9,10.97,7,74530,92.7,53.2,66.6,68,19.95,18.4,29.9,31.8,366930,10018,22565,9353,14887,181687,62,4234,391,26303,68.6,67.2,2,6,1,0,1,1,1,1,1,11,0,1,2,15,1,3,"resources, local municipality priority differences",2.4864223579098423e-6,0.9775283067345341,2.3722837315753145,43.02386847062529,86.88980531312937,2.2148103155743577,5.343440048212914,323.9,67.9,West
Santa Clara County,CA,1343.6999999999998,6.795,655730,1291417.7425,42.2,0.45,0,0,0,0.1,0,0,0,22500,5.8950000000000005,1775588.5,6085,598,19,109,15,9,5.95,6,132444,164.7,49.5,68.4,74,14.1,15,24.45,46.45,1046294,51766,582020,24956,76180,479210,312,46403,26910,104562,70.2,68.8,2,6,1,0,1,1,1,1,1,11,0,1,2,15,1,3,"resources, local municipality priority differences",2.534370998685788e-7,0.727318149728949,2.9154277581770778,26.988798361782585,58.92660377108773,1.4055058365156117,32.778991303446716,970.65,69.5,West
Santa Cruz County,CA,1200.935,6.93,105387.5,306459.456,0.65,0.55,0,0.2,0.1,0.2,0,215216.05,44951.1,20925.8,7.8100000000000005,261578,6087,111,7,34,5,9,8.49,7,85770,106.6,48.8,62.7,74,15.25,16.05,31.25,37.5,232054,3511,12215,4427,10094,84092,587,2822,951,7606,66.1,63.3,2,6,1,0,1,1,1,1,1,11,0,1,2,15,1,3,"resources, local municipality priority differences",2.1026233092997118e-6,1.171579628256199,1.3422382616275068,32.14796351375115,88.71311807567915,1.6924206164126951,4.669735222381087,83.1875,64.69999999999999,West
Santa Rosa County,FL,310.1,3.79,68531,2808056.743,153.1,2.25,0,1.6,0.05,0,0,1962417.493,49450,0,5.255,151226,12113,47,12,33,6,5,1.94,4,66139,111.7,52.1,81.8,74,11.65,28,35.1,25.3,134452,8364,2824,1342,4375,6507,3138,48064,64230,192042,82,81.4,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",1.487839392697023e-5,18.568610840728446,5.530794969119067,4.3028315236797905,88.90799201195561,0.8874135399997355,1.8674037533228414,1597.65,81.7,South
Sarasota County,FL,477.645,8.870000000000001,232549,1019575.35,7.65,1.9,0.15,1.4,0,0,48058.55,737621.5,0,0,5.705,378596,12115,104,19,42,7,5,4.78,6,66258,111.9,61.3,81.2,72,9.9,29.5,29.15,31.4,349923,18399,5025,1180,4908,30033,8007,190455,161905,571410,83,81.4,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",5.01854219273315e-6,2.6930431119187737,4.859797779163013,7.932730403913406,92.42649156356644,0.3116778835486904,1.3272723430781097,5118.8125,82.2,South
Skagit County,WA,714.085,5.27,52720,314058.8395,1.05,1.2,0.15,0.05,0.2,0.3,55833.25,665.35,142925.3975,24886.992,7.38,116750.5,53057,53,12,50,19,9,4.94,6,67551,85.9,37.6,62.7,49,12.9,26.3,37.2,23.5,107180,961,2216,3157,3384,19709,14284,25738,23940,36331,60.1,59.4,21,53,1,0,0,0,1,0,0,NA,0,0,1,9,1,1,"local resources, liability fears",1.027832857246864e-5,2.689999952890994,0.8231228131785303,16.8812981528987,91.80260469976574,2.7040569419402916,1.8980646763825424,154.8875,59.75,West
Snohomish County,WA,818.29,7.46,300965.5,1534758.841,8.75,1.85,0.05,0.35,0.65,0.45,7553.3155,203249.6335,678182.395,63339.377,5.655,710901,53061,258,25,83,53,9,4.68,6,89119,113.3,38.2,62.7,49,9.25,24.6,37.5,28.6,585558,19130,64568,11121,32770,64249,3595,28285,19247,73215,59.8,59.7,21,53,1,0,0,0,1,0,0,NA,0,0,1,9,1,1,"local resources, liability fears",2.602331407608092e-6,2.1588925054262127,2.6909513420293405,9.037685978779042,82.36843104736103,1.5643528423788966,9.08255861223996,674.6,59.75,West
